工程名称,建设单位,施工单位,备案编号,备案部门,备案日期
中央档案馆城区利用部、展厅及国家档案局办公用房维修改造工程,国家档案局,高碑店市建筑企业(集团)公司,0155西竣2016(装)0053号,西城区住房城市建设委,2016/9/29
新干线家园E11#住宅楼等4项（新干线住宅小区一期（E区）项目）,北京新领域房地产开发有限公司,北京市永兴世纪建筑有限公司,0786昌竣2016(建)0075号,昌平区住房城乡建设委,2016/9/29
3#住宅楼等5项.,北京金科纳帕置业有限公司,山西建筑工程（集团）总公司,0785昌竣2016(建)0074号,昌平区住房城乡建设委,2016/9/29
T-1#办公商业楼等2项、T-2#配电室（昌平新城东沙河西岸居项目）,北京金隅嘉业房地产开发有限公司,河南三建建设集团有限公司,0784昌竣2016(建)0073号,昌平区住房城乡建设委,2016/9/29
EB01——E1学生宿舍（中国科学院研究生院新园区）、EB01——A学生宿舍等5项（EB01——A学生宿舍等6项）,中国科学院大学,江苏省苏中建设集团股份有限公司,0783怀竣2016(建)0023号,怀柔区住房城乡建设委,2016/9/29
 4-11#配套公建等4项（朝阳区东风家园五区项目）,北京星火房地产开发有限责任公司,北京市朝阳田华建筑集团公司,0782朝竣2016(建)0147号,朝阳区住房城乡建设委,2016/9/29
1#限价房等2项（顺义区新城第19街区19-83-1、19-83-2、19-91地块二类居住用地、商业金融用地（配建限价商品房）（福环东侧）项目）,北京金地惠远房地产开发有限公司,湖南远大建工股份有限公司,0781顺竣2016(建)0062号,顺义区住房城乡建设委,2016/9/29
B6#住宅楼、B7#住宅楼、B8#住宅楼；S1#商业用房等3项,北京金地惠远房地产开发有限公司,北京城建远东建设投资集团有限公司,0780顺竣2016(建)0061号,顺义区住房城乡建设委,2016/9/29
用友软件园III-22地块用友ERP-NC管理软件开发基地研发楼ABC栋等8项,用友网络科技股份有限公司,中建三局集团有限公司,0779海竣2016(建)0090号,海淀区住房城乡建设委,2016/9/29
1#商业办公楼等17项（顺义区南法信镇商业金融用地（34-2）地块项目）,海航（北京）物流有限公司,北辰正方建设集团有限公司,0778顺竣2016(建)0060号,顺义区住房城乡建设委,2016/9/28
中邮创业基金地坛办公室改造工程,中邮创业基金管理股份有限公司,中扶建设有限责任公司,0154东竣2016(装)0044号,东城区住房城市建设委,2016/9/28
天安国汇大厦室内装修工程,中国民生银行股份有限公司,广东省装饰有限公司、北京国泰瑞安消防工程有限公司联合体,0153西竣2016(装)0052号,西城区住房城市建设委,2016/9/28
配套用房（太阳宫花园配套用房项目）,北京市朝阳区园林绿化局,河北太行建筑安装工程有限公司,0777朝竣2016(建)0146号,朝阳区住房城乡建设委,2016/9/28
2016年世界月季洲际大会配套主干路建设工程-后查路道路、给水、排水、中水工程,北京市大兴区魏善庄镇人民政府,北京天恒建设工程有限公司,0181大竣2016(市政)0088号,大兴区住房城乡建设委,2016/9/27
国家新媒体产业基地路网工程规划一路道路、给水、中水、排水工程,北京市大兴区魏善庄镇人民政府,北京天恒建设工程有限公司,0180大竣2016(市政)0087号,大兴区住房城乡建设委,2016/9/27
云凤庄园住宅区P1#住宅楼等26项（北京市密云县双龙水泥集团住宅项目）,北京新博城房地产开发有限公司,河北建设集团天辰建筑工程有限公司,0776密竣2016(建)0026号,密云县住房城乡建设委,2016/9/27
车间（北京顺风鑫鑫家具有限公司车间工程）,北京顺风鑫鑫家具有限公司,北京天源建筑工程有限责任公司,0775顺竣2016(建)0059号,顺义区住房城乡建设委,2016/9/27
036-4#住宅楼等2项(门头沟区门头沟新城MC10-033、MC10-035-1、MC10-035-2、MC10-036、MC10-055、MC10-056地块二类居住、商业金融、托幼及社会停车场库用地项目),北京金水房地产开发有限公司,中电建建筑集团有限公司,0774门竣2016(建)0034号,门头沟区住房城乡建设委,2016/9/27
036-2#住宅楼等4项；037-2#住宅楼等7项037-1#居住服务设施（商业）楼；038-1#商业楼,北京金水房地产开发有限公司,江苏南通二建集团有限公司,0773门竣2016(建)0033号,门头沟区住房城乡建设委,2016/9/27
洼里路再生水管线及红军营路再生水工程,北京市绿化隔离地区基础设施开发建设有限公司北京市土地整理储备中心朝阳分中心,北京隆科兴非开挖工程有限公司,0179市竣2016(市政)0129号,市住房城乡建设委,2016/9/27
洼里路再生水管线及红军营路再生水工程,北京市绿化隔离地区基础设施开发建设有限公司北京市土地整理储备中心朝阳分中心,北京隆科兴非开挖工程有限公司,0178市竣2016(市政)0128号,市住房城乡建设委,2016/9/27
1#农民回迁安置住宅楼等5项（回迁安置房）,北京市花乡白盆窑房地产开发有限公司,北京龙建集团有限公司,0772丰竣2016(建)0057号,丰台区住房城乡建设委,2016/9/27
5#楼等9项（石景山区京西商务中心（西区）商业金融用地项目,北京金石融景房地产开发有限公司,中建二局第三建筑工程有限公司,0771石竣2016(建)0022号,石景山区住房城乡建设委,2016/9/27
1#办公用房等11项（顺义区第20街区20-28、20-37地块项目）,绿地集团北京京坤置业有限公司,中国建筑一局(集团)有限公司,0770顺竣2016(建)0058号,顺义区住房城乡建设委,2016/9/27
教学楼等3项（北京东郊法国国际学校项目）,北京市东郊农工商联合公司,北京城建集团有限责任公司,0769朝竣2016(建)0145号,朝阳区住房城乡建设委,2016/9/26
5#商务办公、商业楼、6#商务办公、商业楼工程,华润置地禄源（北京）房地产开发有限公司,中天建设集团有限公司,0768门竣2016(建)0032号,门头沟区住房城乡建设委,2016/9/23
智能配电网技术研发楼（智能配电网技术研发楼建设）,北京科锐配电自动化股份有限公司,北京怀建集团有限公司,0767海竣2016(建)0089号,海淀区住房城乡建设委,2016/9/23
厂房C等4项,北京斯泰翔电力安装工程有限责任公司,河北建设集团有限公司,0766大竣2016(建)0086号,大兴区住房城乡建设委,2016/9/23
1#住宅楼等30项（房山区阎村镇04-0084地块项目）（1#住宅楼、9#住宅楼、10#住宅楼、11#住宅楼、12#住宅楼、20#住宅楼、21#住宅楼、22#住宅楼、23#住宅楼、29#住宅楼、30#住宅楼、2#车库、2#配套公建）,北京天恒乐活城置业有限公司,北京国际建设集团有限公司,0765房竣2016(建)0080号,房山区住房城乡建设委,2016/9/23
FS00-YF05-0013地块S6#商业综合楼等2项（房山区房山新城燕房片区FS00-YF05-0005等地块二类居住、商业金融及社会停车场库用地项目）,中铁嘉业（北京）投资有限公司,中铁十四局集团有限公司,0764房竣2016(建)0079号,房山区住房城乡建设委,2016/9/23
库房（北京顺鑫牵手有限责任公司食品安全体系建设暨仓储中心升级改造项目）,北京顺鑫牵手有限责任公司,北京顺鑫天宇建设工程有限公司,0763顺竣2016(建)0057号,顺义区住房城乡建设委,2016/9/22
基础设施改造--游泳馆抗震加固改造工程,北京工业大学,北京中标建设工程有限公司,0152朝竣2016(装)0144号,朝阳区住房城乡建设委,2016/9/22
檀城西区9#配套商业设施及公共服务设施,北京檀州房地产开发有限公司,承德长城建设集团有限公司,0762密竣2016(建)0025号,密云县住房城乡建设委,2016/9/22
文化交流中心（朝阳区望京B15文化娱乐项目）B1、6、7层部分内装修工程,紫光华山科技有限公司,浙江宝业建设集团有限公司,0151朝竣2016(装)0143号,朝阳区住房城乡建设委,2016/9/21
金融街A1装修改造项目,金融街控股股份有限公司、中国东方资产管理公司,中建二局第三建筑工程有限公司,0150西竣2016(装)0051号,西城区住房城市建设委,2016/9/21
金融街A1装修改造项目（南配楼）,中国东方资产管理公司、金融街控股股份有限公司,中建二局第三建筑工程有限公司,0761西竣2016(建)0050号,西城区住房城市建设委,2016/9/21
体育中心（国家检察官学院香山校区体育中心项目）,国家检察官学院,北京住总第四开发建设有限公司,0760石竣2016(建)0021号,石景山区住房城乡建设委,2016/9/21
达美中心1#楼酒店式公寓内部精装修工程I标段,北京柏豪置业有限公司,北京柏豪建筑装饰工程有限公司,0149朝竣2016(装)0142号,朝阳区住房城乡建设委,2016/9/21
达美中心1#楼酒店式公寓内部精装修工程IV标段,北京柏豪置业有限公司,北京柏豪建筑装饰工程有限公司,0148朝竣2016(装)0141号,朝阳区住房城乡建设委,2016/9/21
达美中心1#楼酒店式公寓内部精装修工程II标段,北京柏豪置业有限公司,北京柏豪建筑装饰工程有限公司,0147朝竣2016(装)0140号,朝阳区住房城乡建设委,2016/9/21
达美中心1#楼酒店式公寓内部精装修工程III标段,北京柏豪置业有限公司,北京柏豪建筑装饰工程有限公司,0146朝竣2016(装)0139号,朝阳区住房城乡建设委,2016/9/21
航空三〇四所基础设施改造建设项目23号计量实验室空调改造工程,中国航空工业集团公司北京长城计量测试技术研究所,北京城建天诺安装工程有限公司,0145海竣2016(装)0088号,海淀区住房城乡建设委,2016/9/20
海淀区小营C2地块教育配套幼儿园等2项（海淀区小营居住C1-C5地块（配建政策性住房）项目）、C3地块中学教学综合楼等3项（海淀区小营居住C1-C5地块（配建政策性住房））、海淀区小营C4地块商业及商务办公楼（海淀区小营居住C1-C5地块（配建政策性住房）项目）、C6地块商业楼等6项（海淀区小营二类居住及商业金融（配建公共租赁住房）项目）,北京城建兴华地产有限公司,北京城建六建设集团有限公司,0759海竣2016(建)0087号,海淀区住房城乡建设委,2016/9/20
原子能研究院住宅改建项目1-1#住宅楼等8项,中国原子能科学研究院,北京房建建筑股份有限公司,0758房竣2016(建)0078号,房山区住房城乡建设委,2016/9/20
原子能研究院住宅改建项目1-1#住宅楼等8项,中国原子能科学研究院,北京房建建筑股份有限公司,0757房竣2016(建)0077号,房山区住房城乡建设委,2016/9/20
单身宿舍楼装修改造,北京市潮白河骨伤科医院,北京国建建筑装饰工程有限公司,0144顺竣2016(装)0056号,顺义区住房城乡建设委,2016/9/20
31-2#住宅楼（自住型商品住房）等2项（门头沟区永定镇MC00-0020-0031、0049地块F1住宅混合公建用地(配建经济适用房）（门头沟东辛秤C地块东区））、31-1#地下车库（门头沟区永定镇MC00-0020-0031、0049地块F1住宅混合公建用地(配建经济适用房）（门头沟东辛秤C地块东区））,北京中铁东兴房地产开发有限公司,中铁航空港建设集团北京有限公司,0756门竣2016(建)0031号,门头沟区住房城乡建设委,2016/9/18
31-4#住宅楼（自住型商品住房）等4项（门头沟区永定镇MC00-0020-0031、0049地块F1住宅混合公建用地(配建经济适用房）（门头沟东辛秤C地块东区））,北京中铁东兴房地产开发有限公司,中铁航空港建设集团北京有限公司,0755门竣2016(建)0030号,门头沟区住房城乡建设委,2016/9/18
49-10#住宅楼（自住型商品住房）等5项（门头沟区永定镇MC00-0020-0031、0049地块F1住宅混合公建用地(配建经济适用房）（门头沟东辛秤C地块东区））,北京中铁东兴房地产开发有限公司,中铁建工集团有限公司,0754门竣2016(建)0029号,门头沟区住房城乡建设委,2016/9/18
49-14#住宅楼（自住型商品住房）等4项（门头沟区永定镇MC00-0020-0031、0049地块F1住宅混合公建用地(配建经济适用房）（门头沟东辛秤C地块东区））、49-2#地下车库（门头沟区永定镇MC00-0020-0031、0049地块F1住宅混合公建用地(配建经济适用房）（门头沟东辛秤C地块东区））,北京中铁东兴房地产开发有限公司,中铁建工集团有限公司,0753门竣2016(建)0028号,门头沟区住房城乡建设委,2016/9/18
